"state_name","district_name","crop","production","area_rounded"
"Tamil Nadu","KANCHIPURAM","Cashewnut","129","439"
"Tamil Nadu","KANCHIPURAM","Coriander","1","4"
"Tamil Nadu","KANCHIPURAM","Dry chillies","389","357"
"Tamil Nadu","KANCHIPURAM","Guar seed","103950","8256"
"Tamil Nadu","KANCHIPURAM","Onion","8","1"
"Tamil Nadu","KANCHIPURAM","Sugarcane","996236","8256"
"Tamil Nadu","KANCHIPURAM","Sweet potato","106","14"
"Tamil Nadu","KANCHIPURAM","Tapioca","106","3"
"Tamil Nadu","KANCHIPURAM","Turmeric","1873","368"
"Tamil Nadu","KANCHIPURAM","Arhar/Tur","113","160"
"Tamil Nadu","KANCHIPURAM","Bajra","52","23"
"Tamil Nadu","KANCHIPURAM","Castor seed",,"10"
"Tamil Nadu","KANCHIPURAM","Cotton(lint)","559","234"
"Tamil Nadu","KANCHIPURAM","Groundnut","105594","43956"
"Tamil Nadu","KANCHIPURAM","Moong(Green Gram)","1627","3484"
"Tamil Nadu","KANCHIPURAM","Other Kharif pulses","622","2449"
"Tamil Nadu","KANCHIPURAM","Ragi","10164","5113"
"Tamil Nadu","KANCHIPURAM","Rice","574297","172517"
"Tamil Nadu","KANCHIPURAM","Sesamum","1441","2654"
"Tamil Nadu","KANCHIPURAM","Sunflower","75","72"
"Tamil Nadu","KANCHIPURAM","Urad","4577","8836"
"Tamil Nadu","KANCHIPURAM","Banana","539","26"
"Tamil Nadu","KANCHIPURAM","Cashewnut","66","199"
"Tamil Nadu","KANCHIPURAM","Coriander","2","10"
"Tamil Nadu","KANCHIPURAM","Dry chillies","275","304"
"Tamil Nadu","KANCHIPURAM","Sannhamp","7","10"
"Tamil Nadu","KANCHIPURAM","Sugarcane","743195","6159"
"Tamil Nadu","KANCHIPURAM","Sweet potato","53","7"
"Tamil Nadu","KANCHIPURAM","Tapioca","461","13"
"Tamil Nadu","KANCHIPURAM","Turmeric","20","4"
"Tamil Nadu","KANCHIPURAM","Arhar/Tur","0.1","6"
"Tamil Nadu","KANCHIPURAM","Bajra","110","47"
"Tamil Nadu","KANCHIPURAM","Cotton(lint)","350","171"
"Tamil Nadu","KANCHIPURAM","Groundnut","84670","27151"
"Tamil Nadu","KANCHIPURAM","Jowar","1","1"
"Tamil Nadu","KANCHIPURAM","Moong(Green Gram)","150","351"
"Tamil Nadu","KANCHIPURAM","Ragi","3070","844"
"Tamil Nadu","KANCHIPURAM","Rice","478940","135160"
"Tamil Nadu","KANCHIPURAM","Sesamum","480","649"
"Tamil Nadu","KANCHIPURAM","Urad","600","1519"
"Tamil Nadu","KANCHIPURAM","Sugarcane","932200","6165"
"Tamil Nadu","KANCHIPURAM","Arhar/Tur","17","31"
"Tamil Nadu","KANCHIPURAM","Bajra","48","26"
"Tamil Nadu","KANCHIPURAM","Cotton(lint)","275","141"
"Tamil Nadu","KANCHIPURAM","Groundnut","59805","23529"
"Tamil Nadu","KANCHIPURAM","Horse-gram","2","8"
"Tamil Nadu","KANCHIPURAM","Jowar","1","1"
"Tamil Nadu","KANCHIPURAM","Moong(Green Gram)","132","309"
"Tamil Nadu","KANCHIPURAM","Other Kharif pulses","145","569"
"Tamil Nadu","KANCHIPURAM","Ragi","1754","929"
"Tamil Nadu","KANCHIPURAM","Rice","278087","97420"
"Tamil Nadu","KANCHIPURAM","Sesamum","788","1308"
"Tamil Nadu","KANCHIPURAM","Urad","879","2203"
"Tamil Nadu","KANCHIPURAM","Ash Gourd","0","3"
"Tamil Nadu","KANCHIPURAM","Banana","8536","231"
"Tamil Nadu","KANCHIPURAM","Bhindi","1851","177"
"Tamil Nadu","KANCHIPURAM","Bitter Gourd","0","22"
"Tamil Nadu","KANCHIPURAM","Bottle Gourd","0","6"
"Tamil Nadu","KANCHIPURAM","Brinjal","2388","237"
"Tamil Nadu","KANCHIPURAM","Cashewnut","121","401"
"Tamil Nadu","KANCHIPURAM","Citrus Fruit","47","42"
"Tamil Nadu","KANCHIPURAM","Coconut ","14400","4564"
"Tamil Nadu","KANCHIPURAM","Cucumber","0","77"
"Tamil Nadu","KANCHIPURAM","Drum Stick","0","6"
"Tamil Nadu","KANCHIPURAM","Dry chillies","135","228"
"Tamil Nadu","KANCHIPURAM","Jack Fruit","159","14"
"Tamil Nadu","KANCHIPURAM","Lab-Lab","0","10"
"Tamil Nadu","KANCHIPURAM","Mango","4625","2562"
"Tamil Nadu","KANCHIPURAM","Other Citrus Fruit","0","20"
"Tamil Nadu","KANCHIPURAM","Other Fresh Fruits","0","25"
"Tamil Nadu","KANCHIPURAM","Other Vegetables","0","93"
"Tamil Nadu","KANCHIPURAM","Papaya","0","3"
"Tamil Nadu","KANCHIPURAM","Pome Fruit","1209","231"
"Tamil Nadu","KANCHIPURAM","Pump Kin","0","80"
"Tamil Nadu","KANCHIPURAM","Ribed Guard","0","14"
"Tamil Nadu","KANCHIPURAM","Snak Guard","0","62"
"Tamil Nadu","KANCHIPURAM","Sugarcane","422030","5371"
"Tamil Nadu","KANCHIPURAM","Sweet potato","642","47"
"Tamil Nadu","KANCHIPURAM","Tapioca","221","7"
"Tamil Nadu","KANCHIPURAM","Tomato","296","24"
"Tamil Nadu","KANCHIPURAM","Turmeric","19","5"
"Tamil Nadu","KANCHIPURAM","Water Melon","0","931"
"Tamil Nadu","KANCHIPURAM","Yam","0","6"
"Tamil Nadu","KANCHIPURAM","Arhar/Tur","31","50"
"Tamil Nadu","KANCHIPURAM","Bajra","294","222"
"Tamil Nadu","KANCHIPURAM","Castor seed","1","2"
"Tamil Nadu","KANCHIPURAM","Cotton(lint)","304","162"
"Tamil Nadu","KANCHIPURAM","Groundnut","90131","34112"
"Tamil Nadu","KANCHIPURAM","Jowar","2","2"
"Tamil Nadu","KANCHIPURAM","Maize","19","12"
"Tamil Nadu","KANCHIPURAM","Moong(Green Gram)","512","1206"
"Tamil Nadu","KANCHIPURAM","Other Kharif pulses","226","892"
"Tamil Nadu","KANCHIPURAM","Ragi","3035","1362"
"Tamil Nadu","KANCHIPURAM","Rice","295638","97117"
"Tamil Nadu","KANCHIPURAM","Sesamum","1608","4156"
"Tamil Nadu","KANCHIPURAM","Sunflower","8","6"
"Tamil Nadu","KANCHIPURAM","Urad","1893","4632"
"Tamil Nadu","KANCHIPURAM","Ash Gourd","0","62"
"Tamil Nadu","KANCHIPURAM","Banana","5412","153"
"Tamil Nadu","KANCHIPURAM","Bhindi","5175","592"
"Tamil Nadu","KANCHIPURAM","Bitter Gourd","0","61"
"Tamil Nadu","KANCHIPURAM","Bottle Gourd","0","4"
"Tamil Nadu","KANCHIPURAM","Brinjal","9185","657"
"Tamil Nadu","KANCHIPURAM","Cashewnut","124","358"
"Tamil Nadu","KANCHIPURAM","Citrus Fruit","37","35"
"Tamil Nadu","KANCHIPURAM","Coconut ","27600","4115"
"Tamil Nadu","KANCHIPURAM","Coriander","3","11"
"Tamil Nadu","KANCHIPURAM","Cucumber","0","45"
"Tamil Nadu","KANCHIPURAM","Drum Stick","0","4"
"Tamil Nadu","KANCHIPURAM","Dry chillies","158","297"
"Tamil Nadu","KANCHIPURAM","Jack Fruit","135","14"
"Tamil Nadu","KANCHIPURAM","Lab-Lab","0","6"
"Tamil Nadu","KANCHIPURAM","Mango","5902","2015"
"Tamil Nadu","KANCHIPURAM","Onion","45","5"
"Tamil Nadu","KANCHIPURAM","Other Citrus Fruit","0","45"
"Tamil Nadu","KANCHIPURAM","Other Fresh Fruits","0","25"
"Tamil Nadu","KANCHIPURAM","Other Vegetables","0","140"
"Tamil Nadu","KANCHIPURAM","Pome Fruit","1439","205"
"Tamil Nadu","KANCHIPURAM","Pump Kin","0","21"
"Tamil Nadu","KANCHIPURAM","Redish","0","8"
"Tamil Nadu","KANCHIPURAM","Ribed Guard","0","11"
"Tamil Nadu","KANCHIPURAM","Snak Guard","0","38"
"Tamil Nadu","KANCHIPURAM","Sugarcane","464050","4819"
"Tamil Nadu","KANCHIPURAM","Sweet potato","449","31"
"Tamil Nadu","KANCHIPURAM","Tapioca","135","4"
"Tamil Nadu","KANCHIPURAM","Tomato","599","59"
"Tamil Nadu","KANCHIPURAM","Turmeric","54","13"
"Tamil Nadu","KANCHIPURAM","Water Melon","0","1586"
"Tamil Nadu","KANCHIPURAM","Yam","0","2"
"Tamil Nadu","KANCHIPURAM","Arhar/Tur","22","33"
"Tamil Nadu","KANCHIPURAM","Bajra","44","26"
"Tamil Nadu","KANCHIPURAM","Castor seed","1","4"
"Tamil Nadu","KANCHIPURAM","Cotton(lint)","223","114"
"Tamil Nadu","KANCHIPURAM","Groundnut","63376","25137"
"Tamil Nadu","KANCHIPURAM","Horse-gram","24","82"
"Tamil Nadu","KANCHIPURAM","Jowar","2","2"
"Tamil Nadu","KANCHIPURAM","Maize","42","27"
"Tamil Nadu","KANCHIPURAM","Moong(Green Gram)","266","668"
"Tamil Nadu","KANCHIPURAM","Other Kharif pulses","152","598"
"Tamil Nadu","KANCHIPURAM","Ragi","1578","855"
"Tamil Nadu","KANCHIPURAM","Rice","307110","101674"
"Tamil Nadu","KANCHIPURAM","Sesamum","773","2132"
"Tamil Nadu","KANCHIPURAM","Sunflower","46","43"
"Tamil Nadu","KANCHIPURAM","Urad","1120","3054"
"Tamil Nadu","KANCHIPURAM","Banana","12531","295"
"Tamil Nadu","KANCHIPURAM","Cashewnut","165","456"
"Tamil Nadu","KANCHIPURAM","Coconut ","28800","4481"
"Tamil Nadu","KANCHIPURAM","Coriander","2","5"
"Tamil Nadu","KANCHIPURAM","Dry chillies","142","213"
"Tamil Nadu","KANCHIPURAM","Onion","58","6"
"Tamil Nadu","KANCHIPURAM","Sugarcane","397085","4174"
"Tamil Nadu","KANCHIPURAM","Sweet potato","559","37"
"Tamil Nadu","KANCHIPURAM","Tapioca","124","3"
"Tamil Nadu","KANCHIPURAM","Turmeric","148","27"
"Tamil Nadu","KANCHIPURAM","Arhar/Tur","16","29"
"Tamil Nadu","KANCHIPURAM","Bajra","26","12"
"Tamil Nadu","KANCHIPURAM","Castor seed","2","12"
"Tamil Nadu","KANCHIPURAM","Cotton(lint)","241","114"
"Tamil Nadu","KANCHIPURAM","Groundnut","76853","24316"
"Tamil Nadu","KANCHIPURAM","Horse-gram","24","65"
"Tamil Nadu","KANCHIPURAM","Jowar","1","1"
"Tamil Nadu","KANCHIPURAM","Maize",,"17"
"Tamil Nadu","KANCHIPURAM","Moong(Green Gram)","189","562"
"Tamil Nadu","KANCHIPURAM","Other Kharif pulses","162","484"
"Tamil Nadu","KANCHIPURAM","Ragi","993","603"
"Tamil Nadu","KANCHIPURAM","Rice","293875","114720"
"Tamil Nadu","KANCHIPURAM","Sesamum","1049","2204"
"Tamil Nadu","KANCHIPURAM","Sunflower","57","46"
"Tamil Nadu","KANCHIPURAM","Urad","2305","3792"
"Tamil Nadu","KANCHIPURAM","Gram","1","2"
"Tamil Nadu","KANCHIPURAM","Banana","16352","333"
"Tamil Nadu","KANCHIPURAM","Cashewnut","181","479"
"Tamil Nadu","KANCHIPURAM","Coconut ","500","4633"
"Tamil Nadu","KANCHIPURAM","Coriander","1","3"
"Tamil Nadu","KANCHIPURAM","Dry chillies","249","383"
"Tamil Nadu","KANCHIPURAM","Sugarcane","492445","5902"
"Tamil Nadu","KANCHIPURAM","Sweet potato","480","23"
"Tamil Nadu","KANCHIPURAM","Turmeric","28","5"
"Tamil Nadu","KANCHIPURAM","Rice","395134","103107"
"Tamil Nadu","KANCHIPURAM","Arhar/Tur","10","14"
"Tamil Nadu","KANCHIPURAM","Bajra","74","32"
"Tamil Nadu","KANCHIPURAM","Banana","21755","406"
"Tamil Nadu","KANCHIPURAM","Cardamom",,"3"
"Tamil Nadu","KANCHIPURAM","Cashewnut","165","336"
"Tamil Nadu","KANCHIPURAM","Coconut ","441","3482"
"Tamil Nadu","KANCHIPURAM","Coriander","3","9"
"Tamil Nadu","KANCHIPURAM","Cotton(lint)","35","13"
"Tamil Nadu","KANCHIPURAM","Dry chillies","81","116"
"Tamil Nadu","KANCHIPURAM","Garlic","12","2"
"Tamil Nadu","KANCHIPURAM","Gram","3","4"
"Tamil Nadu","KANCHIPURAM","Groundnut","89795","21641"
"Tamil Nadu","KANCHIPURAM","Horse-gram","24","41"
"Tamil Nadu","KANCHIPURAM","Jowar","17","9"
"Tamil Nadu","KANCHIPURAM","Maize","13","5"
"Tamil Nadu","KANCHIPURAM","Moong(Green Gram)","140","146"
"Tamil Nadu","KANCHIPURAM","Potato","119","8"
"Tamil Nadu","KANCHIPURAM","Ragi","398","197"
"Tamil Nadu","KANCHIPURAM","Rapeseed &Mustard","4","18"
"Tamil Nadu","KANCHIPURAM","Sesamum","441","553"
"Tamil Nadu","KANCHIPURAM","Sugarcane","462746","5394"
"Tamil Nadu","KANCHIPURAM","Sunflower","55","30"
"Tamil Nadu","KANCHIPURAM","Sweet potato","17","1"
"Tamil Nadu","KANCHIPURAM","Tapioca","202","5"
"Tamil Nadu","KANCHIPURAM","Turmeric","11","2"
"Tamil Nadu","KANCHIPURAM","Urad","595","669"
"Tamil Nadu","KANCHIPURAM","Rice","345129","91356"
"Tamil Nadu","KANCHIPURAM","Arhar/Tur","3","4"
"Tamil Nadu","KANCHIPURAM","Bajra","76","29"
"Tamil Nadu","KANCHIPURAM","Banana","16184","339"
"Tamil Nadu","KANCHIPURAM","Cashewnut","177","310"
"Tamil Nadu","KANCHIPURAM","Castor seed","2","11"
"Tamil Nadu","KANCHIPURAM","Coconut ","402","3519"
"Tamil Nadu","KANCHIPURAM","Coriander","2","4"
"Tamil Nadu","KANCHIPURAM","Cotton(lint)","32","12"
"Tamil Nadu","KANCHIPURAM","Dry chillies","49","96"
"Tamil Nadu","KANCHIPURAM","Gram","3","4"
"Tamil Nadu","KANCHIPURAM","Groundnut","65522","21863"
"Tamil Nadu","KANCHIPURAM","Horse-gram","20","46"
"Tamil Nadu","KANCHIPURAM","Jowar","22","16"
"Tamil Nadu","KANCHIPURAM","Maize","27","5"
"Tamil Nadu","KANCHIPURAM","Moong(Green Gram)","63","108"
"Tamil Nadu","KANCHIPURAM","Potato","17","1"
"Tamil Nadu","KANCHIPURAM","Ragi","329","157"
"Tamil Nadu","KANCHIPURAM","Rapeseed &Mustard","1","3"
"Tamil Nadu","KANCHIPURAM","Sesamum","271","433"
"Tamil Nadu","KANCHIPURAM","Sugarcane","479814","4847"
"Tamil Nadu","KANCHIPURAM","Sunflower","102","64"
"Tamil Nadu","KANCHIPURAM","Sweet potato","54","4"
"Tamil Nadu","KANCHIPURAM","Tapioca","253","6"
"Tamil Nadu","KANCHIPURAM","Turmeric","11","2"
"Tamil Nadu","KANCHIPURAM","Urad","451","610"
"Tamil Nadu","KANCHIPURAM","Rice","329210","90874"
"Tamil Nadu","KANCHIPURAM","Arhar/Tur","2","3"
"Tamil Nadu","KANCHIPURAM","Bajra","4","2"
"Tamil Nadu","KANCHIPURAM","Banana","12269","276"
"Tamil Nadu","KANCHIPURAM","Cashewnut","107","206"
"Tamil Nadu","KANCHIPURAM","Castor seed","1","5"
"Tamil Nadu","KANCHIPURAM","Coconut ","435000","3207"
"Tamil Nadu","KANCHIPURAM","Cotton(lint)","6","2"
"Tamil Nadu","KANCHIPURAM","Dry chillies","31","61"
"Tamil Nadu","KANCHIPURAM","Groundnut","76317","21293"
"Tamil Nadu","KANCHIPURAM","Horse-gram",,"1"
"Tamil Nadu","KANCHIPURAM","Jowar","21","18"
"Tamil Nadu","KANCHIPURAM","Moong(Green Gram)","6","28"
"Tamil Nadu","KANCHIPURAM","Ragi","138","52"
"Tamil Nadu","KANCHIPURAM","Sesamum","183","263"
"Tamil Nadu","KANCHIPURAM","Sugarcane","240128","1936"
"Tamil Nadu","KANCHIPURAM","Sunflower","19","14"
"Tamil Nadu","KANCHIPURAM","Sweet potato","199","15"
"Tamil Nadu","KANCHIPURAM","Tapioca","292","8"
"Tamil Nadu","KANCHIPURAM","Turmeric","17","3"
"Tamil Nadu","KANCHIPURAM","Urad","71","225"
"Tamil Nadu","KANCHIPURAM","Rice","331434","91020"
"Tamil Nadu","KANCHIPURAM","Arhar/Tur","8","11"
"Tamil Nadu","KANCHIPURAM","Bajra","1","1"
"Tamil Nadu","KANCHIPURAM","Banana","12340","287"
"Tamil Nadu","KANCHIPURAM","Cashewnut","139","277"
"Tamil Nadu","KANCHIPURAM","Castor seed",,"2"
"Tamil Nadu","KANCHIPURAM","Coconut ","33700","3156"
"Tamil Nadu","KANCHIPURAM","Cotton(lint)","5","2"
"Tamil Nadu","KANCHIPURAM","Dry chillies","58","109"
"Tamil Nadu","KANCHIPURAM","Groundnut","73184","17478"
"Tamil Nadu","KANCHIPURAM","Horse-gram",,"1"
"Tamil Nadu","KANCHIPURAM","Jowar","10","8"
"Tamil Nadu","KANCHIPURAM","Moong(Green Gram)","21","60"
"Tamil Nadu","KANCHIPURAM","Ragi","156","55"
"Tamil Nadu","KANCHIPURAM","Sesamum","145","257"
"Tamil Nadu","KANCHIPURAM","Sugarcane","63512","625"
"Tamil Nadu","KANCHIPURAM","Sunflower","4","3"
"Tamil Nadu","KANCHIPURAM","Tapioca","551","16"
"Tamil Nadu","KANCHIPURAM","Turmeric","10","2"
"Tamil Nadu","KANCHIPURAM","Urad","114","301"
"Tamil Nadu","KANCHIPURAM","Arhar/Tur","19","28"
"Tamil Nadu","KANCHIPURAM","Cotton(lint)","2","1"
"Tamil Nadu","KANCHIPURAM","Groundnut","72969","16327"
"Tamil Nadu","KANCHIPURAM","Horse-gram","5","10"
"Tamil Nadu","KANCHIPURAM","Maize","19","5"
"Tamil Nadu","KANCHIPURAM","Moong(Green Gram)","224","554"
"Tamil Nadu","KANCHIPURAM","Ragi","990","324"
"Tamil Nadu","KANCHIPURAM","Rice","378628","95739"
"Tamil Nadu","KANCHIPURAM","Sunflower","9","8"
"Tamil Nadu","KANCHIPURAM","Urad","805","1831"
"Tamil Nadu","KANCHIPURAM","Gram",,"1"
"Tamil Nadu","KANCHIPURAM","Sugarcane","132576","1039"
"Tamil Nadu","KANCHIPURAM","Bajra","119","54"
"Tamil Nadu","KANCHIPURAM","Groundnut","6479","3701"
"Tamil Nadu","KANCHIPURAM","Maize","211","37"
"Tamil Nadu","KANCHIPURAM","Ragi","198","75"
"Tamil Nadu","KANCHIPURAM","Rice","395412","90419"
"Tamil Nadu","KANCHIPURAM","Bajra","6","2"
"Tamil Nadu","KANCHIPURAM","Groundnut","55857","12604"
"Tamil Nadu","KANCHIPURAM","Maize","13","2"
"Tamil Nadu","KANCHIPURAM","Ragi","171","55"
"Tamil Nadu","KANCHIPURAM","Arhar/Tur","30","34"
"Tamil Nadu","KANCHIPURAM","Banana","11273","258"
"Tamil Nadu","KANCHIPURAM","Cashewnut","79","300"
"Tamil Nadu","KANCHIPURAM","Castor seed",,"2"
"Tamil Nadu","KANCHIPURAM","Coconut ","25900000","3435"
"Tamil Nadu","KANCHIPURAM","Dry chillies","60","138"
"Tamil Nadu","KANCHIPURAM","Horse-gram","2","3"
"Tamil Nadu","KANCHIPURAM","Moong(Green Gram)","151","300"
"Tamil Nadu","KANCHIPURAM","Onion","9","1"
"Tamil Nadu","KANCHIPURAM","Sugarcane","204692","1819"
"Tamil Nadu","KANCHIPURAM","Sunflower","22","12"
"Tamil Nadu","KANCHIPURAM","Sweet potato","82","4"
"Tamil Nadu","KANCHIPURAM","Tapioca","3465","92"
"Tamil Nadu","KANCHIPURAM","Tobacco","5","3"
"Tamil Nadu","KANCHIPURAM","Turmeric","11","2"
"Tamil Nadu","KANCHIPURAM","Urad","515","859"
"Tamil Nadu","KANCHIPURAM","Arhar/Tur","22","28"
"Tamil Nadu","KANCHIPURAM","Castor seed",,"2"
"Tamil Nadu","KANCHIPURAM","Groundnut","57245","15992"
"Tamil Nadu","KANCHIPURAM","Horse-gram",,"1"
"Tamil Nadu","KANCHIPURAM","Maize","25","7"
"Tamil Nadu","KANCHIPURAM","Moong(Green Gram)","89","314"
"Tamil Nadu","KANCHIPURAM","Ragi","116","58"
"Tamil Nadu","KANCHIPURAM","Rice","344875","77784"
"Tamil Nadu","KANCHIPURAM","Urad","223","509"
"Tamil Nadu","KANCHIPURAM","Sugarcane","173889","1781"
"Tamil Nadu","KANCHIPURAM","Bajra","100","44"
"Tamil Nadu","KANCHIPURAM","Cotton(lint)","3","1"
"Tamil Nadu","KANCHIPURAM","Groundnut","8994","3538"
"Tamil Nadu","KANCHIPURAM","Horse-gram",,"1"
"Tamil Nadu","KANCHIPURAM","Jowar","6","5"
"Tamil Nadu","KANCHIPURAM","Maize","163","25"
"Tamil Nadu","KANCHIPURAM","Moong(Green Gram)","146","259"
"Tamil Nadu","KANCHIPURAM","Ragi","583","213"
"Tamil Nadu","KANCHIPURAM","Rice","391837","85564"
"Tamil Nadu","KANCHIPURAM","Sunflower","9","5"
"Tamil Nadu","KANCHIPURAM","Urad","575","684"
"Tamil Nadu","KANCHIPURAM","Bajra","60","30"
"Tamil Nadu","KANCHIPURAM","Groundnut","38030","8982"
"Tamil Nadu","KANCHIPURAM","Horse-gram","7","11"
"Tamil Nadu","KANCHIPURAM","Jowar","52","24"
"Tamil Nadu","KANCHIPURAM","Maize","20","4"
"Tamil Nadu","KANCHIPURAM","Moong(Green Gram)","195","242"
"Tamil Nadu","KANCHIPURAM","Ragi","1166","294"
"Tamil Nadu","KANCHIPURAM","Sunflower","2","2"
"Tamil Nadu","KANCHIPURAM","Urad","840","984"
"Tamil Nadu","KANCHIPURAM","Arhar/Tur","133","138"
"Tamil Nadu","KANCHIPURAM","Banana","9262","223"
"Tamil Nadu","KANCHIPURAM","Cashewnut","54","191"
"Tamil Nadu","KANCHIPURAM","Coconut ","33900000","3097"
"Tamil Nadu","KANCHIPURAM","Dry chillies","35","130"
"Tamil Nadu","KANCHIPURAM","Gram","15","27"
"Tamil Nadu","KANCHIPURAM","Small millets","1","2"
"Tamil Nadu","KANCHIPURAM","Sugarcane","179286","1731"
"Tamil Nadu","KANCHIPURAM","Sweet potato","106","5"
"Tamil Nadu","KANCHIPURAM","Tapioca","3980","133"
"Tamil Nadu","KANNIYAKUMARI","Banana","120433","5282"
"Tamil Nadu","KANNIYAKUMARI","Small millets","22060","26779"
"Tamil Nadu","KANNIYAKUMARI","Banana","124600","4597"
"Tamil Nadu","KANNIYAKUMARI","Black pepper","10","73"
"Tamil Nadu","KANNIYAKUMARI","Cardamom","10","124"
"Tamil Nadu","KANNIYAKUMARI","Cashewnut","1230","1770"
"Tamil Nadu","KANNIYAKUMARI","Dry ginger","290","9"
"Tamil Nadu","KANNIYAKUMARI","Groundnut","170","139"
"Tamil Nadu","KANNIYAKUMARI","Pulses total","1080","2372"
"Tamil Nadu","KANNIYAKUMARI","Rice","118640","31244"
"Tamil Nadu","KANNIYAKUMARI","Sweet potato","230","16"
"Tamil Nadu","KANNIYAKUMARI","Tapioca","219600","9715"
"Tamil Nadu","KANNIYAKUMARI","Total foodgrain","119720","33616"
"Tamil Nadu","KANNIYAKUMARI","Urad","1060","2279"
"Tamil Nadu","KANNIYAKUMARI","Dry ginger","855","27"
"Tamil Nadu","KANNIYAKUMARI","Groundnut","87","63"
"Tamil Nadu","KANNIYAKUMARI","Horse-gram","1","1"
"Tamil Nadu","KANNIYAKUMARI","Moong(Green Gram)","2","5"
"Tamil Nadu","KANNIYAKUMARI","Pulses total","1511","3250"
"Tamil Nadu","KANNIYAKUMARI","Rice","115066","32907"
"Tamil Nadu","KANNIYAKUMARI","Total foodgrain","11657","36157"
"Tamil Nadu","KANNIYAKUMARI","Urad","1459","2985"
"Tamil Nadu","KANNIYAKUMARI","Banana","125117","4616"
"Tamil Nadu","KANNIYAKUMARI","Black pepper","11","77"
"Tamil Nadu","KANNIYAKUMARI","Cardamom","10","133"
"Tamil Nadu","KANNIYAKUMARI","Cashewnut","2284","3296"
"Tamil Nadu","KANNIYAKUMARI","Dry chillies","1","2"
"Tamil Nadu","KANNIYAKUMARI","Sweet potato","1035","65"
"Tamil Nadu","KANNIYAKUMARI","Tapioca","213685","9453"
"Tamil Nadu","KANNIYAKUMARI","Arhar/Tur","1","1"
"Tamil Nadu","KANNIYAKUMARI","Cotton(lint)","2","1"
"Tamil Nadu","KANNIYAKUMARI","Dry ginger","530","20"
"Tamil Nadu","KANNIYAKUMARI","Groundnut","87","84"
"Tamil Nadu","KANNIYAKUMARI","Horse-gram","3","4"
"Tamil Nadu","KANNIYAKUMARI","Rice","143642","31472"
"Tamil Nadu","KANNIYAKUMARI","Urad","1815","3504"
"Tamil Nadu","KANNIYAKUMARI","Banana","120433","5282"
"Tamil Nadu","KANNIYAKUMARI","Cashewnut","1211","3130"
"Tamil Nadu","KANNIYAKUMARI","Dry chillies","1","2"
"Tamil Nadu","KANNIYAKUMARI","Tapioca","323962","12576"
"Tamil Nadu","KANNIYAKUMARI","Cotton(lint)","8","4"
"Tamil Nadu","KANNIYAKUMARI","Dry ginger","53","2"
"Tamil Nadu","KANNIYAKUMARI","Groundnut","62","47"
"Tamil Nadu","KANNIYAKUMARI","Moong(Green Gram)","11","23"
"Tamil Nadu","KANNIYAKUMARI","Other Kharif pulses","37","202"
"Tamil Nadu","KANNIYAKUMARI","Rice","129425","28596"
"Tamil Nadu","KANNIYAKUMARI","Urad","1695","3272"
"Tamil Nadu","KANNIYAKUMARI","Banana","103059","4520"
"Tamil Nadu","KANNIYAKUMARI","Cashewnut","899","1948"
"Tamil Nadu","KANNIYAKUMARI","Tapioca","210694","8179"
"Tamil Nadu","KANNIYAKUMARI","Cotton(lint)","1","4"
"Tamil Nadu","KANNIYAKUMARI","Groundnut","90","56"
"Tamil Nadu","KANNIYAKUMARI","Moong(Green Gram)","0.1","7"
"Tamil Nadu","KANNIYAKUMARI","Rice","121390","28229"
"Tamil Nadu","KANNIYAKUMARI","Sesamum","1","9"
"Tamil Nadu","KANNIYAKUMARI","Urad","1410","3599"
"Tamil Nadu","KANNIYAKUMARI","Groundnut","44","42"
"Tamil Nadu","KANNIYAKUMARI","Horse-gram","1","5"
"Tamil Nadu","KANNIYAKUMARI","Moong(Green Gram)","19","45"
"Tamil Nadu","KANNIYAKUMARI","Other Kharif pulses","68","344"
"Tamil Nadu","KANNIYAKUMARI","Rice","98469","26052"
"Tamil Nadu","KANNIYAKUMARI","Sesamum","3","9"
"Tamil Nadu","KANNIYAKUMARI","Urad","1053","2640"
"Tamil Nadu","KANNIYAKUMARI","Arecanut",,"760"
"Tamil Nadu","KANNIYAKUMARI","Banana","126152","4974"
"Tamil Nadu","KANNIYAKUMARI","Bhindi","194","26"
"Tamil Nadu","KANNIYAKUMARI","Bitter Gourd","0","13"
"Tamil Nadu","KANNIYAKUMARI","Brinjal","335","44"
"Tamil Nadu","KANNIYAKUMARI","Cashewnut","568","1938"
"Tamil Nadu","KANNIYAKUMARI","Citrus Fruit","57","51"
"Tamil Nadu","KANNIYAKUMARI","Coconut ","338200","22667"
"Tamil Nadu","KANNIYAKUMARI","Cucumber","0","55"
"Tamil Nadu","KANNIYAKUMARI","Drum Stick","0","7"
"Tamil Nadu","KANNIYAKUMARI","Dry ginger","273","17"
"Tamil Nadu","KANNIYAKUMARI","Jack Fruit","8819","779"
"Tamil Nadu","KANNIYAKUMARI","Mango","2955","1735"
"Tamil Nadu","KANNIYAKUMARI","Orange","2","1"
"Tamil Nadu","KANNIYAKUMARI","Other Citrus Fruit","0","7"
"Tamil Nadu","KANNIYAKUMARI","Other Fresh Fruits","0","4"
"Tamil Nadu","KANNIYAKUMARI","Other Vegetables","0","88"
"Tamil Nadu","KANNIYAKUMARI","Papaya","0","2"
"Tamil Nadu","KANNIYAKUMARI","Pineapple","1578","51"
"Tamil Nadu","KANNIYAKUMARI","Pome Fruit","351","67"
